"GeneID","03-11-2O_young","06-10-2O_old","08-11-2O_young","13-10-2O_young","18-08-2O_old","23-05-2O_old","29-09-2O_old","30-06-2O_young"
"ENSMUSG00000114941",0,0,0,0,0,0,0,0
"ENSMUSG00000114942",0,6.346,4.336,23.222,0,2.993,6.579,0
"ENSMUSG00000114943",0,0.999,0,0,0,0,0,0
"ENSMUSG00000114944",0,0,0,0,0,0,0,0
"ENSMUSG00000114947",1.002,0,0,1.001,0,1,0,1
"ENSMUSG00000114948",0,0,0,0,0,0,0,0
"ENSMUSG00000114950",0,0,0,0,0,1,1,0
"ENSMUSG00000114951",3.747,1.088,1.209,2.7,1.686,5.068,7.026,12.833
"ENSMUSG00000114952",0,0,0,0,0,4,0,0
"ENSMUSG00000114954",0,0,0,0,0,0,0,0
"ENSMUSG00000114955",0,0,0,1,0,0,0,0
"ENSMUSG00000114956",0,0,0,0,0,0,0,0
"ENSMUSG00000114962",0,0,0,0,0,0,0,0
"ENSMUSG00000114964",0,0,0,0,0,0,0,0
"ENSMUSG00000114966",0,0,0,0,0,0,0,0
"ENSMUSG00000114967",0,1,0,0,0,0,0,0
"ENSMUSG00000114969",0,0,0,2,0,0,0,0
"ENSMUSG00000114972",0,0,0,0,0,0,0,0
"ENSMUSG00000114973",0,0,0,0,0,0,0,0
"ENSMUSG00000114974",0,0,0,0,6,0,0,1
"ENSMUSG00000114975",0,0,0,0,0,0,0,0
"ENSMUSG00000114976",0,0,0,0,0,0,0,0
"ENSMUSG00000114982",0,0,0,4,8,1,0,5
"ENSMUSG00000114984",0,0,0,0,0,0,0,0
"ENSMUSG00000114986",0,0,0,0,0,0,0,0
"ENSMUSG00000114990",0,0,0,0,0,0,0,0
"ENSMUSG00000114992",0,0,0,0,0,0,0,0
"ENSMUSG00000114993",0,1.362,1.107,0,1.16,1.118,5.888,1.153
"ENSMUSG00000114997",0,0,0,0,0,0,0,0
"ENSMUSG00000114998",0,0,0,0,0,0,0,0
"ENSMUSG00000114999",0,1.001,0,0,1.106,0,0,0
"ENSMUSG00000115004",0,0,0,0,0,0,0,0
"ENSMUSG00000115005",0,0,0,2,1,0,4,0
"ENSMUSG00000115010",0,0,0,0,0,0,0,1
"ENSMUSG00000115011",0,0,0,0,0,0,0,0
"ENSMUSG00000115014",0,0,0,0,0,0,0,0
"ENSMUSG00000115017",6,5,9.027,3.664,9.024,10,4,6
"ENSMUSG00000115018",295.945,224.753,295.422,439.772,607.738,538.801,280.446,696.212
"ENSMUSG00000115020",372.016,284.745,256.368,285.228,563.176,389.913,370.251,449.277
"ENSMUSG00000115021",3.952,2.003,3.221,0,24.568,0,2.445,5.565
"ENSMUSG00000115022",0,0,0,0,0,0,0,0
"ENSMUSG00000115024",0,0,0,0,0,0,0,0
"ENSMUSG00000115025",3,7,10,2,9,3,5,4
"ENSMUSG00000115027",954.087,606.662,697.117,786.896,1414.495,1077.335,1191.544,1370.304
"ENSMUSG00000115028",4,2.001,0,0,0,0,0,0
"ENSMUSG00000115029",0,0,0,0,0,0,0,0
"ENSMUSG00000115030",105.142,98.545,120.026,153.414,187.664,209.222,133.255,170.809
"ENSMUSG00000115031",23.7,9.587,18.484,15.12,12.217,11.352,27.324,15.645
"ENSMUSG00000115032",0,0,0,0,0,0,0,0
"ENSMUSG00000115033",0,0,0,0,0,0,0,0
"ENSMUSG00000115034",0,0,0,0,0,0,0,0
"ENSMUSG00000115035",1,0,0,1.001,2.458,0,0,2.995
"ENSMUSG00000115036",0,0,0,0,0,0,0,0
"ENSMUSG00000115038",0,0,1,2,0,0,0,0
"ENSMUSG00000115039",0,0,0,5,6,0,1,3
"ENSMUSG00000115040",3,0,1,1,7,3,2,1
"ENSMUSG00000115042",0,0,0,0,0,0,0,0
"ENSMUSG00000115045",0,0,0,1,0,0,1,0
"ENSMUSG00000115048",0,0,0,0,0,0,0,0
"ENSMUSG00000115051",0,0,0,0,0,0,0,0
"ENSMUSG00000115052",0,0,1,0,1,0,0,1
"ENSMUSG00000115053",1,3,0.953,0,0,3,1.156,3
"ENSMUSG00000115054",0,0,0,0,0,0,0,0
"ENSMUSG00000115056",0,0,0,0,0,0,0,0
"ENSMUSG00000115057",3,3.002,0,2,11,2,0,0
"ENSMUSG00000115058",0,0,0,0,0,0,0,0
"ENSMUSG00000115059",0,0,0,0,0,0,0,0
"ENSMUSG00000115061",0,0,0,0,0,0,0,0
"ENSMUSG00000115064",0,0,0,0,0,0,0,0
"ENSMUSG00000115065",0,0,0,0,0,0,0,1
"ENSMUSG00000115066",0,0,0,0,0,0,0,0
"ENSMUSG00000115067",0,0,4.228,0,0,4.652,0,0
"ENSMUSG00000115068",0,0,0,0,0,0,0,0
"ENSMUSG00000115069",0,0,0,0,0,1,0,0
"ENSMUSG00000115070",0,2.007,0,0,2.007,0,0,0
"ENSMUSG00000115072",0,0,0,0,0,0,0,0
"ENSMUSG00000115074",10.71,31.327,26.855,16.914,0,36.572,17.634,67.689
"ENSMUSG00000115075",0,0,0,0,0,0,0,0
"ENSMUSG00000115077",0,0,0,0,0,0,0,0
"ENSMUSG00000115079",0,0,0,1,0,0,0,0
"ENSMUSG00000115080",3,0,0,1,1,0,1,4
"ENSMUSG00000115081",0,0,0,0,0,0,0,0
"ENSMUSG00000115085",1,0,0,0,0,0,0,0
"ENSMUSG00000115086",0,0,6.636,2,8.23,2.996,8.76,7.01
"ENSMUSG00000115089",0,0,0,0,0,0,0,0
"ENSMUSG00000115091",0,0,0,0,0,0,0,0
"ENSMUSG00000115093",1,0,0,1,0,0,0,0
"ENSMUSG00000115094",0,0,0,0,0,0,0,0
"ENSMUSG00000115098",13.003,13,6,17,6,11,41,7
"ENSMUSG00000115101",0,0,0,0,0,0,0,0
"ENSMUSG00000115104",0,0,0,0,0,0,0,0
"ENSMUSG00000115106",0,3,1,1,0,0,1,0
"ENSMUSG00000115107",2,0,0,4,0,0,2,0
"ENSMUSG00000115108",0,0,0,0,0,0,0,0
"ENSMUSG00000115110",0,0,0,0,0,0,0,0
"ENSMUSG00000115112",0,0,0,0,5,0,0,0
"ENSMUSG00000115113",0,0,0,1,0,0,0,3.99
"ENSMUSG00000115114",0,0,0,0,0,0,1,1
"ENSMUSG00000115115",0,0,0,0,0,0,0,0
"ENSMUSG00000115116",0,0,0,0,0,0,0,0
"ENSMUSG00000115117",1,0,1,0,3,0,0,0
"ENSMUSG00000115119",0,0,0,0,0,0,0,0
"ENSMUSG00000115125",0,0,0,0,0,0,0,0
"ENSMUSG00000115126",0,0,0,0,0,0,0,0
"ENSMUSG00000115128",0,0,0,0,0,0,0,0
"ENSMUSG00000115132",0,0,0,0,2,0,0,0
"ENSMUSG00000115133",0,0,0,0,0,0,0,0
"ENSMUSG00000115135",0,0,0,0,0,0,0,0
"ENSMUSG00000115136",0,0,0,0,0,0,0,0
"ENSMUSG00000115143",0,0,0,0,0,0,0,0
"ENSMUSG00000115147",0,0,0,0,0,1,0,0
"ENSMUSG00000115152",0,0,0,0,0,0,0,0
"ENSMUSG00000115156",0,0,0,0,0,0,0,0
"ENSMUSG00000115159",0,0,0,0,0,0,0,0
"ENSMUSG00000115160",0,0,0,0,0,0,0,0
"ENSMUSG00000115162",0,0,0,0,0,0,0,0
"ENSMUSG00000115163",0,1.958,0,0,0,0,0,0
"ENSMUSG00000115165",0,0,0,0,0,0,0,0
"ENSMUSG00000115166",0,0,4,2,0,0,0,0
"ENSMUSG00000115170",27.406,5.134,26.656,7.819,39.598,9,20.557,22.135
"ENSMUSG00000115171",0,0,0,1.147,1.517,2.663,0,0
"ENSMUSG00000115173",4,0,0,0,0,1,0,1
"ENSMUSG00000115175",0,0,0,0,0,0,0,0
"ENSMUSG00000115176",0,0,0,0,0,0,0,0
"ENSMUSG00000115178",7,0,5,2,0,1,0,1
"ENSMUSG00000115179",0,0,0,0,0,0,0,0
"ENSMUSG00000115181",0,0,0,0,0,8,0,0
"ENSMUSG00000115183",1,1,2,0,1,0,0,0
"ENSMUSG00000115185",0,0,0,0,0,0,0,0
"ENSMUSG00000115187",0,0,0,0,0,0,0,0
"ENSMUSG00000115188",0,1.026,0,0,0,0,0,0
"ENSMUSG00000115191",0,0,0,0,0,0,0,0
"ENSMUSG00000115192",0,0,0,0,0,0,0,0
"ENSMUSG00000115193",0,0,0,1,0,0,0,1
"ENSMUSG00000115194",0,1.129,4.072,0,0,1.122,2.289,6.785
"ENSMUSG00000115195",0,0,0,0,0,0,0,0
"ENSMUSG00000115196",0,0,1,0,0,0,0,0
"ENSMUSG00000115197",0,0,0,0,0,0,0,0
"ENSMUSG00000115199",1,1,1,0,2.158,0,0,1
"ENSMUSG00000115201",0,0,0,0,0,0,0,0
"ENSMUSG00000115202",0,0,0,0,0,0,0,0
"ENSMUSG00000115203",0,0,0,0,0,0,0,0
"ENSMUSG00000115205",3.295,4.681,5.74,3.331,2.402,2.173,0,1.102
"ENSMUSG00000115206",0,1,0,0,0,0,0,0
"ENSMUSG00000115208",0,0,3,0,0,0,0,0
"ENSMUSG00000115211",0,0,0,0,0,0,0,0
"ENSMUSG00000115212",0,0,1,1,0,0,0,1
"ENSMUSG00000115213",0,NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115214",0,0,0,0,0,0,0,3
"ENSMUSG00000115216",6.289,1.043,4.977,4.985,21.207,11.607,1.959,12.916
"ENSMUSG00000115218",0,0,0,0,0,0,0,0
"ENSMUSG00000115219",222.983,149,286,259.984,146.851,197.872,159.527,303.631
"ENSMUSG00000115221",0,0,0,0,0,0,0,0
"ENSMUSG00000115223",0,0,0,0,0,0,0,0
"ENSMUSG00000115224",0,0,0,2,0,2,0,0
"ENSMUSG00000115225",0,0,0,0,0,0,0,0
"ENSMUSG00000115226",0,0,0,0,0,0,0,0
"ENSMUSG00000115227",0,1.074,2.328,0,0,0,1.051,0
"ENSMUSG00000115232",66.976,61.157,71.059,65.146,50.381,79.677,108.899,36.669
"ENSMUSG00000115233",0,0,0,1,0,0,0,0
"ENSMUSG00000115235",0,NA,NA,NA,NA,NA,NA,NA
"ENSMUSG00000115236",0,0,0,0,0,0,0,0
"ENSMUSG00000115237",0,0,0,0,0,0,0,0
"ENSMUSG00000115238",8.571,4,8.997,1,12.37,9.616,6,5.988
"ENSMUSG00000115239",3.324,2.313,5.451,4,4,0,7.749,5.896
"ENSMUSG00000115243",0,0,0,0,0,0,1.001,0
"ENSMUSG00000115247",127.23,48.1,107,243.292,21,30.03,14.008,140.604
"ENSMUSG00000115248",49.55,32.113,51.322,52.616,18.861,47.803,38.077,39.596
"ENSMUSG00000115251",0,0,0,0,0,0,0,0
"ENSMUSG00000115253",25.222,24.002,33.377,49.712,68.274,44.745,56.63,61.426
"ENSMUSG00000115254",0,0,0,0,0,0,0,0
"ENSMUSG00000115256",0,0,0,1,0,0,0,1
"ENSMUSG00000115259",0,0,0,0,0,0,0,0
"ENSMUSG00000115260",0,0,0,0,0,0,0,0
"ENSMUSG00000115265",0,0,0,0,0,0,0,0
"ENSMUSG00000115267",313.716,218.858,256.572,377.018,504.691,409.272,441.907,461.549
"ENSMUSG00000115268",0,0,0,0,0,0,0,0
"ENSMUSG00000115269",0,0,0,0,0,0,0,0
"ENSMUSG00000115273",0,0,0,0,0,0,0,0
"ENSMUSG00000115274",0,0,0,0,0,0,0,0
"ENSMUSG00000115277",0,0,0,1,2,0,0,0
"ENSMUSG00000115279",427.168,399.995,277.351,505.679,484.395,562.01,640.116,515.46
"ENSMUSG00000115280",6.073,3.11,3.023,4.045,1.003,1.752,2.016,6.031
"ENSMUSG00000115282",0,0,0,0,0,0,0,0
"ENSMUSG00000115283",5,2,0,1,6,4,1,7
"ENSMUSG00000115285",0,0,0,0,0,0,0,0
"ENSMUSG00000115287",5.29,0,1.003,5.457,18.681,3.177,3.186,10.158
"ENSMUSG00000115288",0,0,0,0,0,0,0,0
"ENSMUSG00000115290",2,0,1,0,7,0,0,1
"ENSMUSG00000115291",0,0,0,0,1,0,0,0
"ENSMUSG00000115293",0,0,0,0,0,0,8.331,0
"ENSMUSG00000115295",0,0,0,1,5,0,0,1
"ENSMUSG00000115297",0,0,0,0,0,0,1,0
"ENSMUSG00000115298",0,0,0,0,0,0,0,0
"ENSMUSG00000115299",0,0,0,0,0,0,0,0
"ENSMUSG00000115301",10.086,9.143,8.155,6.084,5.044,8.089,12.06,5.061
"ENSMUSG00000115302",6.162,14.369,0,6.066,40.517,13.843,25.449,2.478
"ENSMUSG00000115303",0,0,1.001,0,3.003,0,0,0
"ENSMUSG00000115305",0,0,0,0,0,0,0,0
"ENSMUSG00000115308",0,0,0,1.907,0,0,1,0
"ENSMUSG00000115312",0,0,0,0,0,1.014,0,0
"ENSMUSG00000115315",0,0,0,0,0,0,0,0
"ENSMUSG00000115319",0,0,0,0,0,0,0,0
"ENSMUSG00000115322",0,0,0,0,0,0,0,1
"ENSMUSG00000115323",1.015,0,0,0,3,2.035,0,0
"ENSMUSG00000115325",0,0,0,0,2,0,0,0
"ENSMUSG00000115327",0,0,0,0,0,0,0,0
"ENSMUSG00000115330",0,1,1,0,3,2,0,0
"ENSMUSG00000115331",0,0,0,0,0,0,0,0
"ENSMUSG00000115334",0,0,0,0,7,0,1,1
"ENSMUSG00000115336",0,0,0,0,0,0,0,0
"ENSMUSG00000115338",1018.673,1640.509,1803.842,1301.312,2105.735,1230.849,1901.846,1394.947
"ENSMUSG00000115341",0,0,0,0,1,0,0,0
"ENSMUSG00000115342",0,0,0,0,0,0,0,0
"ENSMUSG00000115343",0,0,0,0,0,0,0,0
"ENSMUSG00000115346",1.001,0,0,0,0,0,0,0
"ENSMUSG00000115347",0,0,0,0,2,0,0,0
"ENSMUSG00000115348",0,0,0,0,0,0,0,0
"ENSMUSG00000115349",0,0,0,0,0,0,0,0
"ENSMUSG00000115350",0,0,0,0,0,0,0,0
"ENSMUSG00000115351",0,0,0,0,1,0,0,0
"ENSMUSG00000115356",0,1,0,0,0,0,1,0
"ENSMUSG00000115357",2,1,4,2,1,3,2,1
"ENSMUSG00000115358",0,0,0,0,0,0,0,0
"ENSMUSG00000115362",0,0,0,0,0,0,0,0
"ENSMUSG00000115365",0,0,1,3,2,0,0,0
"ENSMUSG00000115366",0,0,0,0,0,1,0,0
"ENSMUSG00000115370",3.004,1,4.004,5,2.002,4,2,3.006
"ENSMUSG00000115371",0,0,0,1,0,0,0,0
"ENSMUSG00000115374",0,0,0,0,0,0,0,0
"ENSMUSG00000115375",0,0,0,0,0,0,0,0
"ENSMUSG00000115377",0,0,0,0,0,0,0,0
"ENSMUSG00000115378",0,0,0,0,0,0,0,0
"ENSMUSG00000115379",0,0,0,0,0,0,0,0
"ENSMUSG00000115380",0,0,0,0,0,0,0,0
"ENSMUSG00000115382",0,0,0,0,0,0,0,0
"ENSMUSG00000115384",1,0,1,3.001,6.003,7.001,2.001,8.002
"ENSMUSG00000115385",0,0,0,0,0,0,0,0
"ENSMUSG00000115387",5,1,4,9,4,11,14,2
"ENSMUSG00000115392",1,0,0,0,0,0,0,0
"ENSMUSG00000115393",0,0,0,0,0,0,0,0
"ENSMUSG00000115394",0,0,0,0,0,0,0,0
"ENSMUSG00000115396",0,0,0,0,0,0,0,0
"ENSMUSG00000115397",0,0,0,0,0,0,0,0
"ENSMUSG00000115400",2,0,0,0,16,0,1,5
"ENSMUSG00000115401",0,0,0,0,0,0,0,0
"ENSMUSG00000115402",0,0,0,0,0,0,0,0
"ENSMUSG00000115404",0,0,0,0,0,0,0,0
"ENSMUSG00000115407",1,2,0,3,1,5,2,3
"ENSMUSG00000115408",0,0,0,0,0,1,0,0
"ENSMUSG00000115409",0,0,0,0,0,0,0,0
"ENSMUSG00000115411",0,0,0,0,0,0,0,0
"ENSMUSG00000115412",8,3,3,2,1,5,7,4
"ENSMUSG00000115415",0,0,0,0,0,0,0,0
"ENSMUSG00000115416",0,0,0,0,0,0,0,0
"ENSMUSG00000115423",493.098,657.304,664.61,586.634,712.391,438.036,368.697,690.248
"ENSMUSG00000115427",0,0,0,0,0,0,0,0
"ENSMUSG00000115431",44.746,45.617,65.682,89.153,134.607,97.022,58.973,199.229
"ENSMUSG00000115434",0,0,0,0,0,0,0,0
"ENSMUSG00000115435",0,0,0,0,2,0,2,0
"ENSMUSG00000115436",1,0,0,0,0,0,0,0
"ENSMUSG00000115438",0,0,0,0,2,0,0,1
"ENSMUSG00000115440",0,0,0,0,0,0,0,0
"ENSMUSG00000115443",0,0,0,0,0,0,0,0
"ENSMUSG00000115444",0,0,0,0,0,0,0,0
"ENSMUSG00000115446",0,0,0,0,0,0,0,0
"ENSMUSG00000115448",0,1.018,2.034,0,0,4.037,0,1.01
"ENSMUSG00000115450",0,0,0,0,0,0,0,1
"ENSMUSG00000115452",0,0,0,0,0,0,0,0
"ENSMUSG00000115457",2.386,0,2.875,4.136,1.027,2.151,2.21,6.502
"ENSMUSG00000115458",0,0,0,0,0,0,0.961,0
"ENSMUSG00000115461",0,0,0,0,0,0,0,0
"ENSMUSG00000115462",0,0,0,0,0,0,0,0
"ENSMUSG00000115463",4.289,7.504,6.481,2.711,1.092,5.851,5.265,13.519
"ENSMUSG00000115465",0,0,0,0,0,0,0,0
"ENSMUSG00000115466",0,2,0,2,0,0,0,0
"ENSMUSG00000115467",0,0,0,0,0,0,0,0
"ENSMUSG00000115470",0,0,0,0,0,0,0,0
"ENSMUSG00000115472",0,0,0,0,0,0,0,0
"ENSMUSG00000115473",2,0,0,0,0,0,1,2
"ENSMUSG00000115475",0,0,0,0,0,0,0,0
"ENSMUSG00000115476",0,0,0,0,0,0,0,0
"ENSMUSG00000115477",0,0,0,0,0,0,0,0
"ENSMUSG00000115481",1,0,0,1,3,0,0,2
"ENSMUSG00000115482",0,0,0,0,0,0,0,0
"ENSMUSG00000115483",19.572,0,12,6,15,7.002,6.004,23.523
"ENSMUSG00000115484",7,1,1,3,1,3,2,2.002
"ENSMUSG00000115486",0,0,0,0,0,0,0,0
"ENSMUSG00000115487",0,0,0,0,0,0,0,0
"ENSMUSG00000115489",0,0,0,0,0,0,0,0
"ENSMUSG00000115491",0,0,0,0,0,0,0,0
"ENSMUSG00000115493",0,0,0,0,0,0,0,0
"ENSMUSG00000115495",0,0,0,0,0,0,0,0
"ENSMUSG00000115498",0,0,0,0,0,0,0,0
"ENSMUSG00000115499",0,0,0,0,0,0,0,0
"ENSMUSG00000115500",0,0,0,0,0,0,0,0
"ENSMUSG00000115501",0,0,0,0,0,0,0,0
"ENSMUSG00000115502",0,0,0,0,0,0,0,0
"ENSMUSG00000115503",6.003,1,3.002,2,5.004,3,2,1
"ENSMUSG00000115505",1,0,3.001,1,5,5.002,10.006,3
"ENSMUSG00000115507",7,0,4,1,7,0,0,4
"ENSMUSG00000115510",0,0,0,0,0,0,0,0
"ENSMUSG00000115512",1.1,1.998,1.979,1.588,1.054,2.559,0,0
"ENSMUSG00000115513",0,0,0,0,0,0,0,0
"ENSMUSG00000115514",0,0,0,2,0,0,3,2
"ENSMUSG00000115515",2,0,0,1,0,0,0,0
"ENSMUSG00000115516",2.002,0,0,0,2.012,0,0,0
"ENSMUSG00000115519",0,0,0,0,0,0,0,0
"ENSMUSG00000115521",0,0,0,0,0,0,0,0
"ENSMUSG00000115523",0,0,0,0,0,0,0,0
"ENSMUSG00000115524",0,0,0,0,0,0,0,0
"ENSMUSG00000115525",0,0,1,0,1,0,0,1
"ENSMUSG00000115527",0,0,0,0,0,0,0,0
"ENSMUSG00000115528",0,0,0,0,0,0,0,0
"ENSMUSG00000115530",0,0,0,0,4,4,0,4
"ENSMUSG00000115533",0,0,0,0,0,0,0,0
"ENSMUSG00000115534",0,0,0,0,0,0,0,0
"ENSMUSG00000115535",0,0,0,0,0,0,0,0
"ENSMUSG00000115537",3,0,1,3,0,0,1,2
"ENSMUSG00000115538",0,0,0,0,0,0,0,0
"ENSMUSG00000115539",0,3.144,0,2.057,2.66,6.236,1.018,5.194
"ENSMUSG00000115541",0,0,0,0,0,0,0,0
"ENSMUSG00000115544",0,0,0,0,0,0,0,0
"ENSMUSG00000115549",0,0,0,0,0,0,0,0
"ENSMUSG00000115551",0,0,0,0,0,0,0,0
"ENSMUSG00000115552",0,0,0,0,0,0,0,0
"ENSMUSG00000115554",6,0,1,6,3,0,7,1
"ENSMUSG00000115556",0,0,0,0,1,0,0,0
"ENSMUSG00000115557",0,0,0,0,0,0,0,0
"ENSMUSG00000115559",0,0,0,0,0,0,0,0
"ENSMUSG00000115565",0,0,0,0,0,0,0,0
"ENSMUSG00000115566",0,0,0,0,0,0,0,0
"ENSMUSG00000115567",0,0,0,0,0,0,0,1
"ENSMUSG00000115571",0,0,0,0,1,0,0,0
"ENSMUSG00000115572",0,0,0,0,1,0,0,0
"ENSMUSG00000115573",1,4,2,4,10,3,1,2
"ENSMUSG00000115574",0,0,0,0,0,0,0,0
"ENSMUSG00000115577",0,0,0,0,0,0,0,0
"ENSMUSG00000115578",0,0,0,0,0,0,1,0
"ENSMUSG00000115581",0,0,0,0,1,0,0,0
"ENSMUSG00000115582",0,0,0,0,0,0,0,0
"ENSMUSG00000115584",5.495,2.621,2.854,1.179,8.172,6.367,1.103,7.931
"ENSMUSG00000115587",0,0,0,0,1,0,0,0
"ENSMUSG00000115588",0,0,0,0,0,0,0,0
"ENSMUSG00000115589",2,0,0,0,2,0,2,1
"ENSMUSG00000115590",0,0,0,0,0,0,0,0
"ENSMUSG00000115592",0,0,0,0,0,3,0,0
"ENSMUSG00000115593",0,0,0,0,1.001,2.004,0,0
"ENSMUSG00000115594",0,0,1,0,0,0,0,0
"ENSMUSG00000115595",0,0,3.004,0,0,0,0,0
"ENSMUSG00000115598",0,0,0,0,0,0,0,0
"ENSMUSG00000115600",0,0,0,0,0,1,0,0
"ENSMUSG00000115602",4.919,4.275,2.088,1.041,34.517,24.33,6.439,24.027
"ENSMUSG00000115603",0,0,0,0,0,0,0,0
"ENSMUSG00000115604",0,0,1,0,1,1,1,0
"ENSMUSG00000115605",0,0,0,0,0,0,0,0
"ENSMUSG00000115606",0,0,0,0,0,0,0,0
"ENSMUSG00000115607",0,0,0,0,0,0,0,0
"ENSMUSG00000115608",0,0,0,0,0,0,0,0
"ENSMUSG00000115611",0,0,0,3,0,0,0,2
"ENSMUSG00000115612",0,0,0,0,0,0,0,0
"ENSMUSG00000115613",2,0,5,0,1,2,0,1
"ENSMUSG00000115618",0,0,0,0,0,0,0,3
"ENSMUSG00000115619",0,0,0,0,0,0,0,0
"ENSMUSG00000115621",0,1,0,0,0,3.02,1,0
"ENSMUSG00000115622",0,2,0,0,0,0,2.001,1.46
"ENSMUSG00000115626",0,0,0,0,4,0,0,0
"ENSMUSG00000115628",4,1,0,12,0,3,8,0
"ENSMUSG00000115629",0,0,0,0,0,0,0,0
"ENSMUSG00000115630",5,0,0,1,0,0,0,3
"ENSMUSG00000115631",0,0,0,0,0,0,0,0
"ENSMUSG00000115632",2,10,5,6,64,73,54,34
"ENSMUSG00000115633",0,0,0,0,0,0,0,0
"ENSMUSG00000115637",2.675,0,0,1.022,0,0,0,2.118
"ENSMUSG00000115638",0,0,0,0,2,0,0,2
"ENSMUSG00000115642",0,0,0,0,0,0,0,0
"ENSMUSG00000115643",0,0,0,0,0,0,0,0
"ENSMUSG00000115644",0,0,0,1,0,0,0,0
"ENSMUSG00000115645",1,2,3,3,2,5,1,0
"ENSMUSG00000115649",3,2,0,3,8,4,3,10
"ENSMUSG00000115651",1,0,0,0,0,1,0,2
"ENSMUSG00000115652",0,0,0,0,0,0,0,0
"ENSMUSG00000115653",3.581,6,3.045,9.853,5.004,4.108,10.371,10.371
"ENSMUSG00000115658",0,0,0,0,0,0,0,0
"ENSMUSG00000115660",0,0,0,0,0,0,0,0
"ENSMUSG00000115661",64.515,61.156,45.49,65.885,103.897,65.642,102.755,109.262
"ENSMUSG00000115662",2.095,6.174,3.033,3.814,3.083,1.008,1.016,7.027
"ENSMUSG00000115663",0,0,0,0,0,0,0,0
"ENSMUSG00000115666",1,0,2,0,0,0,0,2
"ENSMUSG00000115668",0,0,0,0,0,0,0,0
"ENSMUSG00000115670",0,0,0,0,0,0,0,0
"ENSMUSG00000115672",0,0,0,0,0,0,0,0
"ENSMUSG00000115673",0,0,0,0,0,0,0,0
"ENSMUSG00000115675",0,0,0,0,0,1,3,0
"ENSMUSG00000115677",0,0,0,0,0,0,0,0
"ENSMUSG00000115679",0,0,0,0,0,0,0,0
"ENSMUSG00000115682",0,0,0,0,0,0,0,0
"ENSMUSG00000115683",0,0,0,0,5,0,0,0
"ENSMUSG00000115684",2.412,4.584,1.706,2.583,0,2.923,6.593,0
"ENSMUSG00000115687",0,0,0,0,0,0,0,0
"ENSMUSG00000115688",1,0,0,1,0,0,1,0
"ENSMUSG00000115694",0,0,0,0,0,0,0,0
"ENSMUSG00000115695",0,0,0,0,0,0,0,0
"ENSMUSG00000115697",40.181,40.25,29.767,38.173,59.046,52.328,61.048,42.974
"ENSMUSG00000115700",3.007,4.013,3.008,7.011,2.175,2.207,3.002,4.01
"ENSMUSG00000115701",132.977,100.215,167.833,189.509,275.982,211.092,171.515,307.326
"ENSMUSG00000115702",0,0,0,0,0,0,0,0
"ENSMUSG00000115703",0,0,0,0,0,0,0,0
"ENSMUSG00000115705",3.269,4.019,17.002,2.001,23.471,6.602,5.027,5.475
"ENSMUSG00000115706",0,0,0,0,0,0,0,0
"ENSMUSG00000115707",0,0,0,0,0,0,0,0
"ENSMUSG00000115712",0,0,0,0,0,0,0,0
"ENSMUSG00000115713",0,0,0,0,0,0,0,0
"ENSMUSG00000115714",0,0,0,0,0,0,0,0
"ENSMUSG00000115716",14.43,14.652,9.683,16.603,22.993,22,29.999,21.985
"ENSMUSG00000115721",1,0,2,0,6,0,0,7
"ENSMUSG00000115722",0,0,0,0,0,0,0,0
"ENSMUSG00000115726",0,5,0,0,5,0,0,0
"ENSMUSG00000115728",14.823,0,2.753,0,5.948,2.418,14.757,0
"ENSMUSG00000115730",0,0,0,0,0,0,0,0
"ENSMUSG00000115731",0,0,0,0,0,0,0,0
"ENSMUSG00000115732",0,0,0,0,0,0,0,0
"ENSMUSG00000115733",8,0,5,0,15,4,2,4
"ENSMUSG00000115734",0,0,0,0,0,0,0,0
"ENSMUSG00000115736",2.432,6.995,3,5.001,5.023,2,3.25,8.617
"ENSMUSG00000115737",110,35,72,128.002,37.001,78.007,35.001,171.001
"ENSMUSG00000115738",0,0,0,0,0,0,0,0
"ENSMUSG00000115741",0,0,0,0,0,0,0,0
"ENSMUSG00000115743",0,0,0,0,0,0,0,0
"ENSMUSG00000115744",6.187,2,6.001,2.762,7.006,2,0,4.074
"ENSMUSG00000115745",0,0,2,0,2,6,1,3
"ENSMUSG00000115746",0,0,0,0,0,0,0,0
"ENSMUSG00000115748",0,0,0,0,0,0,2,1
"ENSMUSG00000115755",0,0,0,0,0,0,0,0
"ENSMUSG00000115757",0,0,0,0,0,0,0,0
"ENSMUSG00000115758",0,0,0,0,0,0,0,0
"ENSMUSG00000115759",0,2,0,1,0,1,0,0
"ENSMUSG00000115760",1,0,2,1,3,0,0,0
"ENSMUSG00000115763",0,1,1,0,0,1,0,6.001
"ENSMUSG00000115764",8,2,5,3,11,8,29,5
"ENSMUSG00000115765",0,0,0,0,0,0,0,0
"ENSMUSG00000115766",3,0,0,0,0,0,0,0
"ENSMUSG00000115768",2.296,5,2,6,1,4.875,5,2
"ENSMUSG00000115769",0,0,0,0,0,0,0,0
"ENSMUSG00000115770",0,0,0,0,0,0,0,0
"ENSMUSG00000115776",0,0,0,0,0,0,0,0
"ENSMUSG00000115780",0,0,0,0,0,0,0,1
"ENSMUSG00000115786",0,0,0,0,0,0,3,0
"ENSMUSG00000115788",0,0,0,0,0,0,0,0
